,Title,Date_of_Release,Rating,Description
211,The Mummy Returns,2001,6.4,"The mummified body of Imhotep is shipped to a museum in London, where he once again wakes and begins his campaign of rage and terror."
212,A.I. Artificial Intelligence,2001,7.1,"A highly advanced robotic boy longs to become ""real"" so that he can regain the love of his human mother."
213,Jurassic Park III,2001,5.9,"A decidedly odd couple with alterior motives convince Dr. Grant to go to Isla Sorna, resulting in an unexpected landing, and startling new inhabitants on the island."
214,Moulin Rouge!,2001,7.6,A poet falls for a beautiful courtesan whom a jealous duke covets.
215,The Royal Tenenbaums,2001,7.6,The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.
216,Hannibal,2001,6.8,"Living in exile, Hannibal Lecter tries to reconnect with now disgraced F.B.I. Agent Clarice Starling, and finds himself a target for revenge from a powerful victim."
217,Vanilla Sky,2001,6.9,A self-indulgent and vain publishing magnate finds his privileged life upended after a vehicular accident with a resentful lover.
218,Zoolander,2001,6.6,"At the end of his career, a clueless fashion model is brainwashed to kill the Prime Minister of Malaysia."
219,American Pie 2,2001,6.4,"Jim and his friends are now in college, and they decide to meet up at the beach house for some fun."
220,Enemy at the Gates,2001,7.6,A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad.
221,Blow,2001,7.6,"The story of how George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States."
222,Bridget Jones's Diary,2001,6.7,A British woman is determined to improve herself while she looks for love in a year in which she keeps a personal diary.
223,Planet of the Apes,2001,5.7,"In 2029, an Air Force astronaut crash-lands on a mysterious planet where evolved, talking apes dominate a race of primitive humans."
224,Lara Croft: Tomb Raider,2001,5.8,Video game adventurer Lara Croft comes to life in a movie where she races against time and villains to recover powerful ancient artifacts.
225,Rush Hour 2,2001,6.6,"Carter and Lee head to Hong Kong for a vacation, but become embroiled in a counterfeit money scam."
226,Swordfish,2001,6.5,"A covert counter-terrorist unit called Black Cell led by Gabriel Shear wants the money to help finance their war against international terrorism, but it's all locked away. Gabriel brings in convicted hacker Stanley Jobson to help him."
227,K-PAX,2001,7.4,"PROT is a patient at a mental hospital who claims to be from a far away planet. His psychiatrist tries to help him, only to begin to doubt his own explanations."
228,Legally Blonde,2001,6.3,"Elle Woods, a fashionable sorority queen is dumped by her boyfriend. She decides to follow him to law school, while she is there she figures out that there is more to her than just looks."
229,A Knight's Tale,2001,6.9,"After his master dies, a peasant squire, fueled by his desire for food and glory, creates a new identity for himself as a knight."
230,Jay and Silent Bob Strike Back,2001,6.9,"The comic ""Bluntman and Chronic"" is based on real-life stoners Jay and Silent Bob, so when they get no profit from a big-screen adaptation, they set out to wreck the movie."
231,From Hell,2001,6.8,"In Victorian-era London, a troubled clairvoyant police detective investigates the murders of Jack the Ripper."
232,Scary Movie 2,2001,5.3,Four teens are tricked by their professor into visiting a haunted house for a school project.
233,I Am Sam,2001,7.6,A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.
234,Spy Game,2001,7.1,Retiring CIA agent Nathan Muir recalls his training of Tom Bishop while working against agency politics to free him from his Chinese captors.
235,Shallow Hal,2001,5.9,A shallow man falls in love with a 300-pound woman because of her inner beauty.
236,The Princess Diaries,2001,6.3,"Mia Thermopolis has just found out that she is the heir apparent to the throne of Genovia. With her friends Lilly and Michael Moscovitz in tow, she tries to navigate through the rest of her sixteenth year."
237,The Score,2001,6.8,An aging thief hopes to retire and live off his ill-gotten wealth when a young kid convinces him into doing one last heist.
238,Evolution,2001,6.1,"A fire-fighting cadet, two college professors, and a geeky but sexy government scientist work against an alien organism that has been rapidly evolving since its arrival on Earth inside a meteor."
239,Y Tu Mamá También,2001,7.7,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other."
240,Ghost World,2001,7.4,"With only the plan of moving in together after high school, two unusually devious friends seek direction in life. As a mere gag, they respond to a man's newspaper ad for a date, only to find it will greatly complicate their lives."
241,The Lord of the Rings: The Fellowship of the Ring,2001,8.8,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
242,A Beautiful Mind,2001,8.2,"After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish."
243,"Monsters, Inc.",2001,8.1,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, 2 monsters realize things may not be what they think."
244,Donnie Darko,2001,8.1,"A troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes, after he narrowly escapes a bizarre accident."
245,Amélie,2001,8.3,"Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love."
246,Harry Potter and the Sorcerer's Stone,2001,7.6,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world."
247,Shrek,2001,7.9,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back."
248,Spirited Away,2001,8.6,"During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts."
249,Ocean's Eleven,2001,7.8,Danny Ocean and his eleven accomplices plan to rob three Las Vegas casinos simultaneously.
250,Training Day,2001,7.7,"On his first day on the job as a Los Angeles narcotics officer, a rookie cop goes beyond a full work day in training within the narcotics division of the L.A.P.D. with a rogue detective who isn't what he appears to be."
251,Black Hawk Down,2001,7.7,160 elite U.S. soldiers drop into Somalia to capture two top lieutenants of a renegade warlord and find themselves in a desperate battle with a large force of heavily-armed Somalis.
252,The Fast and the Furious,2001,6.8,Los Angeles police officer Brian O'Connor must decide where his loyalty really lies when he becomes enamored with the street racing world he has been sent undercover to destroy.
253,The Others,2001,7.6,A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.
254,Pearl Harbor,2001,6.1,A tale of war and romance mixed in with history. The story follows two lifelong friends and a beautiful nurse who are caught up in the horror of an infamous Sunday morning in 1941.
255,Mulholland Drive,2001,8.0,"After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality."
256,The Mummy Returns,2001,6.4,"The mummified body of Imhotep is shipped to a museum in London, where he once again wakes and begins his campaign of rage and terror."
